ID,Estado de contacto,Corredor,Microzona,Ciudad,Clase,Puntaje operativo,Empresa,Sector,Segmento comercial,Teléfonos,Calidad del teléfono,Teléfono principal (tel:),Links telefónicos,Preguntar por,Necesidad probable,Oferta PRESOL,Gancho comercial,Acción sugerida,Dato pendiente,Google Maps,Fuente,URL fuente,Evidencia,Calidad del dato,Origen del registro,Resultado,Fecha de visita,Próximo paso,Notas de campo,Servicios PRESOL a ofrecer,Rubro foco enriquecimiento,Ciudad foco solicitada,Prioridad visita sugerida,Observación servicio nuevo,Fuente unificación,Notas de unificación
HER-014,Pendiente,Villa María / RP6,Hernando / RP6-RP10,Hernando,B,75,Tornería y Soldadura Carlos Gastaldi,Estructuras metálicas / tornería y soldadura,Metalmecánica / despacho,0353 4298156,OK,tel:+543534298156,tel:+543534298156,despacho / producción,"Despacho de estructuras, piezas, equipos y conjuntos metalmecánicos de gran porte hacia obras o clientes.",Plataforma 20 tn para piezas/estructuras + seguro de carga + trazabilidad GPS + apoyo de hidrogrúa según maniobra.,Fabricante local de estructuras metálicas; potencial despacho de piezas y trabajos de obra.,Llamar para validar necesidad y frecuencia; visitar si confirma movimientos de equipos/cargas.,"Confirmar decisor, frecuencia de movimientos y vigencia del contacto antes de cotizar.",https://www.google.com/maps/search/?api=1&query=Torner%C3%ADa+y+Soldadura+Carlos+Gastaldi+Hernando+C%C3%B3rdoba+Argentina,Google Maps / ficha pública,https://www.google.com/maps/search/?api=1&query=Torneria+y+Soldadura+Carlos+Gastaldi+Hernando+C%C3%B3rdoba+Argentina,Fabricante local de estructuras metálicas; potencial despacho de piezas y trabajos de obra.,Alta,Enriquecimiento web 2026-09-07,,,,,transporte de áridos/materiales | hidrogrúa para carga/descarga | percha para pallets/bolsones | plataforma 20 tn para maquinaria/piezas | hidrogrúa para maniobras | percha para pallets,otro rubro factible,Sí,Alta,,GPT adjunto,ID fuente: HER-013
HER-015,Pendiente,Villa María / RP6,Hernando,Hernando,C,40,Her.Agro Maquinarias,Maquinaria agrícola nueva/usada,Industria / mantenimiento,3535 690587 (a confirmar),VER,tel:+543535690587,tel:+543535690587,responsable de acopio / mantenimiento,"Movimientos especiales de mantenimiento, repuestos pesados y mudanzas internas de equipos.","Movimiento de equipos de planta, silos, balanzas, repuestos y cargas especiales para acopios/agroindustria.",Entrar con cotización para próximos movimientos.,Visita o llamada de validación; pedir próximo traslado concreto.,Validar contacto decisor y necesidad inmediata.,"https://www.google.com/maps/search/?api=1&query=-32.422000,-63.731000",Facebook Her.Agro,,Registro curado en documento de dirección PRESOL 2026-09.,Media,Base curada PDF dirección,,,,,plataforma 20 tn para maquinaria/piezas | hidrogrúa para maniobras | percha para pallets | percha para pallets de insumos | hidrogrúa para equipos/mantenimiento | barquilla para trabajos en altura,fabricante/servicio maquinaria agrícola,Sí,Baja / visitar solo por cercanía,,GPT adjunto + Hermes,Fusionado con base Hermes para completar teléfonos/fuentes/servicios.
HER-016,Pendiente,Villa María / RP6,Hernando,Hernando,C,30,AgroServ S.R.L.,Concesionario maquinaria agrícola,Industria / mantenimiento,A relevar,A relevar,,,responsable de acopio / mantenimiento,"Movimientos especiales de mantenimiento, repuestos pesados y mudanzas internas de equipos.","Movimiento de equipos de planta, silos, balanzas, repuestos y cargas especiales para acopios/agroindustria.",Concesionario Super Walter; relevar contacto directo.,Visita o llamada de validación; pedir próximo traslado concreto.,Validar contacto decisor y necesidad inmediata.,"https://www.google.com/maps/search/?api=1&query=-32.429500,-63.734500",Instagram AgroServ,,Registro curado en documento de dirección PRESOL 2026-09.,Media,Base curada PDF dirección,,,,,plataforma 20 tn para maquinaria/piezas | hidrogrúa para maniobras | percha para pallets | percha para pallets de insumos | hidrogrúa para equipos/mantenimiento | barquilla para trabajos en altura,fabricante/servicio maquinaria agrícola,Sí,Baja / visitar solo por cercanía,,GPT adjunto + Hermes,Fusionado con base Hermes para completar teléfonos/fuentes/servicios.
TP-001,Pendiente,Villa María / RP6,Tío Pujio,Tío Pujio,A,100,ACA — Centro de Desarrollo Comercial Tío Pujio,Acopio gigante / agro,Agro / acopio / planta,353 5622710 / 0353 4860518 / 0353 4860519,OK,tel:+543535622710,tel:+543535622710 | tel:+543534860518 | tel:+543534860519,responsable de acopio / mantenimiento,"Traslado de equipos de planta, silos, repuestos pesados, balanzas, implementos y cargas especiales.","Movimiento de equipos de planta, silos, balanzas, repuestos y cargas especiales para acopios/agroindustria.",Pedir Mario Peppino / responsable logística; no ir sin ficha.,Visita o llamada de validación; pedir próximo traslado concreto.,Validar contacto decisor y necesidad inmediata.,"https://www.google.com/maps/search/?api=1&query=-32.288000,-63.356000",Instagram CDC / cooptiopujio.com,,Registro curado en documento de dirección PRESOL 2026-09.,Alta,Base curada PDF dirección,,,,,plataforma 20 tn para maquinaria/piezas | hidrogrúa para maniobras | percha para pallets | percha para pallets de insumos | hidrogrúa para equipos/mantenimiento | barquilla para trabajos en altura,cooperativa/acopio,,Muy alta,"Barquilla: validar seguridad, seguro, permiso de trabajo y alcance de maniobra antes de cotizar. Percha pallets: útil para insumos, bolsones, repuestos y materiales palletizados.",GPT adjunto + Hermes,Fusionado con base Hermes para completar teléfonos/fuentes/servicios.
TP-002,Pendiente,Villa María / RP6,Tío Pujio,Tío Pujio,B,75,Metalúrgica Jor-Ba / Grupo Tío Pujio,Metalúrgica / extrusado soja,Metalmecánica / despacho,03573 402941,OK,tel:+543573402941,tel:+543573402941,responsable de acopio / mantenimiento,"Despacho seguro de estructuras, carrozados, tanques, piezas industriales y equipos sobre plataforma.","Movimiento de equipos de planta, silos, balanzas, repuestos y cargas especiales para acopios/agroindustria.",Validar si operación está en Tío Pujio o Villa del Rosario.,Visita o llamada de validación; pedir próximo traslado concreto.,Validar contacto decisor y necesidad inmediata.,"https://www.google.com/maps/search/?api=1&query=-32.290000,-63.352000",Facebook Metalúrgica Jor-Ba,,Registro curado en documento de dirección PRESOL 2026-09.,Alta,Base curada PDF dirección,,,,,plataforma 20 tn para maquinaria/piezas | hidrogrúa para maniobras | percha para pallets | percha para pallets de insumos | hidrogrúa para equipos/mantenimiento | barquilla para trabajos en altura,otro rubro factible,,Alta,,GPT adjunto + Hermes,Fusionado con base Hermes para completar teléfonos/fuentes/servicios.
VM-001,Pendiente,Villa María / RP6,Villa María,Villa María,A,100,Industrias Cormetal S.A.,Metalmecánica / estructuras,Metalmecánica / despacho,0353 4610900 / 0353 6567355,OK,tel:+543534610900,tel:+543534610900 | tel:+543536567355,despacho / producción,"Despacho seguro de estructuras, carrozados, tanques, piezas industriales y equipos sobre plataforma.","Despacho de estructuras, tanques, transformadores, piezas de ingeniería y equipos sobre plataforma 20 tn.",Pedir responsable de logística/despachos.,Visita o llamada de validación; pedir próximo traslado concreto.,Validar contacto decisor y necesidad inmediata.,"https://www.google.com/maps/search/?api=1&query=-32.385796,-63.267403",guiademantenimiento.com / cormetal.com.ar,,Registro curado en documento de dirección PRESOL 2026-09.,Alta,Base curada PDF dirección,,,,,plataforma 20 tn para maquinaria/piezas | hidrogrúa para maniobras | percha para pallets,otro rubro factible,,Muy alta,,GPT adjunto + Hermes,Fusionado con base Hermes para completar teléfonos/fuentes/servicios.
VM-002,Pendiente,Villa María / RP6,Villa María,Villa María,A,100,Mayo Transformadores S.R.L.,Transformadores / metalmecánica,Metalmecánica / despacho,0353 4647606,OK,tel:+543534647606,tel:+543534647606,despacho / producción,"Despacho seguro de estructuras, carrozados, tanques, piezas industriales y equipos sobre plataforma.","Despacho de estructuras, tanques, transformadores, piezas de ingeniería y equipos sobre plataforma 20 tn.",Seguro de carga + GPS como argumento fuerte.,Visita o llamada de validación; pedir próximo traslado concreto.,Validar contacto decisor y necesidad inmediata.,"https://www.google.com/maps/search/?api=1&query=-32.423000,-63.205000",pilt.com.ar,,Registro curado en documento de dirección PRESOL 2026-09.,Alta,Base curada PDF dirección,,,,,plataforma 20 tn para maquinaria/piezas | hidrogrúa para maniobras | percha para pallets,otro rubro factible,,Muy alta,,GPT adjunto + Hermes,Fusionado con base Hermes para completar teléfonos/fuentes/servicios.
VM-003,Pendiente,Villa María / RP6,PILT Villa María,Villa María,A,100,Metalúrgica JAP / MJAP,"Carrozados, trailers, estructuras y reparación de camiones",Metalmecánica / despacho,+54 35 3656-3732 / +54 35 3565-7977,OK,tel:+543536563732,tel:+543536563732 | tel:+543535657977,Juan / Ronald / producción,"Despacho seguro de estructuras, carrozados, tanques, piezas industriales y equipos sobre plataforma.",Plataforma 20 tn para piezas/estructuras + seguro de carga + trazabilidad GPS.,"Fabrica carrozados, acoplados, estructuras para montacargas y carrocerías volcadoras; encaje directo con PRESOL.","Validar teléfono/contacto; si responde, pedir un caso concreto de traslado o próximo movimiento.",Confirmar decisor y vigencia del dato antes de incluir en salida prioritaria.,https://www.google.com/maps/search/?api=1&query=Metal%C3%BArgica+JAP+%2F+MJAP+Villa+Mar%C3%ADa+C%C3%B3rdoba+Argentina,Web MJAP + PILT,https://metalurgicajap.com,"Web propia informa teléfonos, servicios y dirección; PILT confirma nueva planta y rubro.",Alta,Nuevo enriquecimiento 2026-09-02,,,,,plataforma | hidrogrúa | percha para pallets,otro rubro factible,,Muy alta,,GPT adjunto + Hermes,Fusionado con base Hermes para completar teléfonos/fuentes/servicios.
VM-004,Pendiente,Villa María / RP6,Villa María,Villa María,A,100,Salsiteco S.A.,Constructora / movimiento de suelo,Obra / constructora,0353 4524006 / 0353 5006023,OK,tel:+543534524006,tel:+543534524006 | tel:+543535006023,jefe de obra / logística,"Traslado de maquinaria, módulos de obrador, estructuras, equipos y cargas pesadas entre frentes.","Transporte de equipos, módulos de obrador, estructuras y materiales pesados; descarga o posicionamiento cuando aplique.",Muy buen encaje con obras viales; pedir jefe de obra.,Visita o llamada de validación; pedir próximo traslado concreto.,Validar contacto decisor y necesidad inmediata.,"https://www.google.com/maps/search/?api=1&query=-32.412000,-63.236000",salsiteco.com.ar,,Registro curado en documento de dirección PRESOL 2026-09.,Alta,Base curada PDF dirección,,,,,transporte de áridos/materiales | hidrogrúa para carga/descarga | percha para pallets/bolsones,otro rubro factible,,Muy alta,,GPT adjunto + Hermes,Fusionado con base Hermes para completar teléfonos/fuentes/servicios.
VM-005,Pendiente,Villa María / RP6,PILT Villa María,Villa María,A,85,Terramar Logística SRL / Terminal Villa María,Terminal de contenedores / logística,Módulos / containers,0353 4533821,VER,tel:+543534533821,tel:+543534533821,operaciones terminal / logística,"Entrega, descarga y posicionamiento de módulos/containers en obra o cliente final.","Plataforma + malacate + hidrogrúa para retiro, traslado, descarga y posicionamiento.","Terminal interior de contenedores: oportunidad para traslados, entrega, retiro y apoyo de maniobras.","Validar teléfono/contacto; si responde, pedir un caso concreto de traslado o próximo movimiento.",Confirmar decisor y vigencia del dato antes de incluir en salida prioritaria.,https://www.google.com/maps/search/?api=1&query=Terramar+Log%C3%ADstica+SRL+%2F+Terminal+Villa+Mar%C3%ADa+Villa+Mar%C3%ADa+C%C3%B3rdoba+Argentina,Web Terramar / resultado de búsqueda,https://www.terramarlogistica.com.ar/contenedoresvillamaria,"Sitio informa recepción, administración, reparación y entrega de contenedores en PILT; teléfono aparece en resultado público.",Media,Nuevo enriquecimiento 2026-09-02,,,,,transporte de áridos/materiales | hidrogrúa para carga/descarga | percha para pallets/bolsones,otro rubro factible,,Muy alta,,GPT adjunto + Hermes,Fusionado con base Hermes para completar teléfonos/fuentes/servicios.
VM-006,Pendiente,Villa María / RP6,Villa María,Villa María,A,75,Héctor A. Bertone S.A.,Acopio / logística granaria,Agro / acopio / planta,A relevar,A relevar,,,responsable de acopio / mantenimiento,"Traslado de equipos de planta, silos, repuestos pesados, balanzas, implementos y cargas especiales.","Movimiento de equipos de planta, silos, balanzas, repuestos y cargas especiales para acopios/agroindustria.",Pedir responsable de logística/acopio; teléfono a relevar.,Visita o llamada de validación; pedir próximo traslado concreto.,Validar contacto decisor y necesidad inmediata.,"https://www.google.com/maps/search/?api=1&query=-32.389000,-63.251000",HAB / LinkedIn logística,,Registro curado en documento de dirección PRESOL 2026-09.,Media,Base curada PDF dirección,,,,,plataforma 20 tn para maquinaria/piezas | hidrogrúa para maniobras | percha para pallets | percha para pallets de insumos | hidrogrúa para equipos/mantenimiento | barquilla para trabajos en altura,cooperativa/acopio,,Alta,"Barquilla: validar seguridad, seguro, permiso de trabajo y alcance de maniobra antes de cotizar.",GPT adjunto + Hermes,Fusionado con base Hermes para completar teléfonos/fuentes/servicios.
VM-007,Pendiente,Villa María / RP6,Villa María,Villa María,B,75,Carra Sanitarios,Materiales / sanitario / obra,Industria / mantenimiento,0353 4125456,OK,tel:+543534125456,tel:+543534125456,responsable de logística/compras,"Movimientos especiales de mantenimiento, repuestos pesados y mudanzas internas de equipos.",Detectar el próximo movimiento pesado y convertirlo en cotización concreta.,Ubicado sobre corredor; preguntar fletes a clientes/obras.,Visita o llamada de validación; pedir próximo traslado concreto.,Validar contacto decisor y necesidad inmediata.,"https://www.google.com/maps/search/?api=1&query=-32.421000,-63.232000",carrasanitarios.com.ar,,Registro curado en documento de dirección PRESOL 2026-09.,Alta,Base curada PDF dirección,,,,,transporte de áridos/materiales | hidrogrúa para carga/descarga | percha para pallets/bolsones | plataforma 20 tn para maquinaria/piezas | hidrogrúa para maniobras | percha para pallets,áridos/construcción/premoldeados,,Alta,Áridos/materiales: confirmar modalidad de carga/descarga y tipo de unidad requerida antes de cotizar.,GPT adjunto + Hermes,Fusionado con base Hermes para completar teléfonos/fuentes/servicios.
VM-008,Pendiente,Villa María / RP6,Villa María,Villa María,B,75,DM Constructora,Constructora,Obra / constructora,0353 4260498,OK,tel:+543534260498,tel:+543534260498,jefe de obra / logística,"Traslado de maquinaria, módulos de obrador, estructuras, equipos y cargas pesadas entre frentes.","Transporte de equipos, módulos de obrador, estructuras y materiales pesados; descarga o posicionamiento cuando aplique.",Pedir responsable de compras/obra.,Visita o llamada de validación; pedir próximo traslado concreto.,Validar contacto decisor y necesidad inmediata.,"https://www.google.com/maps/search/?api=1&query=-32.408066,-63.245873",dmconstructora.com.ar,,Registro curado en documento de dirección PRESOL 2026-09.,Alta,Base curada PDF dirección,,,,,transporte de áridos/materiales | hidrogrúa para carga/descarga | percha para pallets/bolsones,otro rubro factible,,Alta,,GPT adjunto + Hermes,Fusionado con base Hermes para completar teléfonos/fuentes/servicios. | ID fuente: VM-009
VM-009,Pendiente,Villa María / RP6,Villa María,Villa María,B,75,Dipromas S.R.L.,Metalmecánica / PILT,Metalmecánica / despacho,0353 4296608,OK,tel:+543534296608,tel:+543534296608,despacho / producción,"Despacho seguro de estructuras, carrozados, tanques, piezas industriales y equipos sobre plataforma.","Despacho de estructuras, tanques, transformadores, piezas de ingeniería y equipos sobre plataforma 20 tn.",Visita dentro del PILT; pedir compras/logística.,Visita o llamada de validación; pedir próximo traslado concreto.,Validar contacto decisor y necesidad inmediata.,"https://www.google.com/maps/search/?api=1&query=-32.421000,-63.203000",pilt.com.ar,,Registro curado en documento de dirección PRESOL 2026-09.,Alta,Base curada PDF dirección,,,,,plataforma 20 tn para maquinaria/piezas | hidrogrúa para maniobras | percha para pallets,otro rubro factible,,Alta,,GPT adjunto + Hermes,Fusionado con base Hermes para completar teléfonos/fuentes/servicios. | ID fuente: VM-008
